STATE,INCOME,AGE,EDU,SEX,RACE,MARST,CHILDREN,VOTED
Montana,91400,61,College,Male,White,Separated,1,Voted
Montana,65080,40,High School,Male,White,Divorced,0,Voted
California,174050,80,College,Female,White,"Married, spouse present",3,Voted
Tennessee,26455,58,High School,Female,White,Divorced,0,Voted
Arizona,85596,27,College,Female,White,"Married, spouse present",0,Voted
South Dakota,105448,60,College,Female,White,"Married, spouse present",2,Voted
Montana,30518,63,High School,Male,White,Widowed,2,Did not vote
California,85067,44,High School,Male,White,Never married/single,2,Voted
Arkansas,15372,68,High School,Female,White,Widowed,1,Did not vote
Montana,62717,36,High School,Female,White,"Married, spouse present",1,Voted
Maryland,96254,30,High School,Female,Asian only,"Married, spouse present",0,Did not vote
Florida,58167,59,College,Female,Black/Negro,"Married, spouse present",1,Voted
North Carolina,74328,76,High School,Male,White,"Married, spouse present",3,Voted
New Mexico,20105,21,No Degree,Female,White,Never married/single,3,Did not vote
Arizona,115517,68,High School,Female,White,Divorced,1,Voted
Idaho,120991,52,High School,Female,White,"Married, spouse present",0,Voted
Maryland,228419,54,College,Female,White,Never married/single,0,Voted
Massachusetts,43890,75,High School,Female,White,Widowed,1,Voted
Idaho,120185,29,High School,Female,White,"Married, spouse present",2,Did not vote
Indiana,37317,20,High School,Female,White,Never married/single,4,Did not vote
Illinois,29327,29,High School,Male,White,"Married, spouse absent",0,Did not vote
Texas,67125,27,College,Female,White,Divorced,2,Did not vote
Indiana,24878,45,High School,Female,Black/Negro,Never married/single,1,Did not vote
Tennessee,26127,33,High School,Female,White,Never married/single,1,Voted
South Dakota,45108,20,High School,Male,American Indian/Aleut/Eskimo,Never married/single,2,Did not vote
Virginia,16487,71,High School,Male,White,Divorced,1,Did not vote
Michigan,56583,26,High School,Male,White,Never married/single,3,Did not vote
Oregon,50935,20,High School,Male,Asian only,Never married/single,3,Did not vote
Hawaii,167687,45,High School,Male,White-Asian-Hawaiian/Pacific Islander,"Married, spouse present",2,Did not vote
Colorado,236280,30,College,Female,White,"Married, spouse present",1,Voted
Indiana,28118,49,High School,Female,White,Separated,0,Did not vote
Maine,8948,80,High School,Female,White,Divorced,2,Voted
Ohio,73871,64,No Degree,Female,White,"Married, spouse present",1,Voted
California,172519,27,High School,Male,White,Never married/single,3,Voted
North Carolina,4920,57,High School,Female,White,Divorced,1,Did not vote
Texas,40560,75,High School,Female,White,Divorced,2,Voted
Ohio,61207,21,High School,Male,Asian only,Never married/single,1,Did not vote
Tennessee,35311,63,High School,Female,White,Widowed,2,Voted
Maine,66029,64,High School,Female,White,"Married, spouse present",0,Voted
Tennessee,81608,50,High School,Male,White,"Married, spouse present",2,Voted
Alaska,79512,68,College,Male,White,"Married, spouse present",1,Voted
Utah,125033,42,High School,Female,White,"Married, spouse present",1,Did not vote
North Carolina,3546,21,High School,Male,White,Never married/single,0,Did not vote
Kentucky,23823,65,High School,Female,White,"Married, spouse present",2,Did not vote
Alaska,132871,21,High School,Female,White,"Married, spouse absent",1,Don't know
Texas,28849,69,High School,Female,White,Widowed,4,Voted
Oklahoma,51107,22,High School,Male,White,"Married, spouse present",1,Did not vote
Idaho,17997,80,High School,Female,White,Divorced,1,Voted
Maryland,216497,27,High School,Male,White,Never married/single,0,Voted
New Jersey,207114,50,College,Female,White,Divorced,2,Voted
North Carolina,45704,71,College,Female,White,"Married, spouse present",2,Voted
Nevada,39244,46,No Degree,Male,White,Never married/single,2,Did not vote
Vermont,91907,62,High School,Female,White,"Married, spouse present",2,Voted
Alabama,43368,21,High School,Female,Black/Negro,Never married/single,0,Voted
Arizona,24826,19,High School,Female,White,Never married/single,2,Voted
Rhode Island,18419,80,High School,Female,White,Widowed,1,Did not vote
Texas,19295,31,High School,Female,White,Separated,1,Did not vote
Oregon,28735,41,College,Male,White,"Married, spouse present",1,Voted
Mississippi,29157,70,College,Female,Black/Negro,Divorced,0,Voted
Connecticut,59261,37,College,Female,White,"Married, spouse present",3,Voted
District of Columbia,157,61,High School,Male,Black/Negro,Separated,2,Voted
Texas,81177,19,No Degree,Male,White,Never married/single,1,Did not vote
Washington,71862,58,High School,Female,Asian only,"Married, spouse present",0,Voted
Idaho,53963,35,High School,Male,White,Never married/single,0,Did not vote
New Mexico,38147,72,College,Male,White,Widowed,1,Voted
Illinois,84280,24,College,Female,White,Never married/single,2,Voted
Utah,133701,35,College,Female,White,"Married, spouse present",2,Voted
Minnesota,219470,26,College,Female,White,Never married/single,1,Voted
Rhode Island,107705,33,High School,Male,White,"Married, spouse present",0,Did not vote
Kansas,65519,47,High School,Male,White,Divorced,2,Voted
New Mexico,12627,18,High School,Female,White,Never married/single,4,Voted
Ohio,114336,20,High School,Male,Black/Negro,Never married/single,1,Did not vote
District of Columbia,50206,65,College,Female,Black/Negro,"Married, spouse absent",1,Don't know
New York,61851,43,College,Female,White,"Married, spouse present",3,Did not vote
Indiana,63203,18,No Degree,Male,White,Never married/single,0,Did not vote
Mississippi,34416,53,High School,Female,White,"Married, spouse present",1,Voted
Utah,416937,30,High School,Female,White,"Married, spouse present",1,Voted
Georgia,72294,21,High School,Female,Black/Negro,Never married/single,1,Did not vote
Missouri,26537,70,High School,Male,White,Widowed,2,Voted
Indiana,14126,85,High School,Female,White,Widowed,1,Voted
Mississippi,14059,72,High School,Female,White,Widowed,2,Voted
Idaho,21346,57,High School,Female,White,"Married, spouse present",1,Voted
New York,7865,80,College,Female,White,"Married, spouse present",3,Voted
North Carolina,3104,22,High School,Female,White,"Married, spouse present",0,Did not vote
South Carolina,72828,30,High School,Female,White,Never married/single,2,Did not vote
California,100596,46,College,Female,White,"Married, spouse present",0,Voted
Arizona,108365,48,College,Female,White,"Married, spouse present",1,Voted
North Carolina,36814,41,High School,Male,White,Never married/single,3,Voted
Georgia,97773,47,College,Male,White,Never married/single,0,Voted
Missouri,75293,58,High School,Male,White,Never married/single,2,Did not vote
Mississippi,10555,75,No Degree,Female,White,Widowed,1,Did not vote
North Carolina,57464,78,High School,Female,White,Divorced,2,Voted
Utah,72455,30,High School,Female,White,Never married/single,1,Voted
Alaska,69586,30,High School,Female,White,Never married/single,3,Did not vote
Maryland,13480,62,High School,Female,White-American Indian,Divorced,1,Did not vote
Alabama,25181,21,No Degree,Female,White,Never married/single,1,Voted
Oklahoma,14251,50,College,Female,American Indian/Aleut/Eskimo,Widowed,1,Voted
Kansas,67447,36,College,Male,White,"Married, spouse present",1,Voted
Ohio,46398,85,No Degree,Female,White,Widowed,0,Did not vote
Michigan,102208,37,High School,Female,White,"Married, spouse present",2,Voted
West Virginia,1967,58,College,Male,Asian only,Never married/single,3,Did not vote
Louisiana,10378,46,High School,Female,Black/Negro,Never married/single,4,Voted
Alaska,105425,64,College,Female,White,"Married, spouse present",1,Voted
North Carolina,32766,58,High School,Male,White,Never married/single,1,Voted
South Dakota,105377,76,High School,Female,White-American Indian,"Married, spouse present",0,Voted
Ohio,103268,19,No Degree,Male,White,Never married/single,1,Did not vote
Montana,38267,60,High School,Male,White,Divorced,1,Voted
North Dakota,52085,65,High School,Female,White,"Married, spouse present",0,Did not vote
California,66189,66,College,Female,White,"Married, spouse present",1,Voted
Alabama,253430,59,High School,Female,White,"Married, spouse present",3,Voted
Georgia,43759,44,High School,Male,White,Never married/single,2,Voted
Washington,121518,66,High School,Male,White,Never married/single,3,Did not vote
Louisiana,8304,63,High School,Female,Black/Negro,Separated,0,Voted
Florida,141889,30,High School,Male,White,Separated,1,Did not vote
Wisconsin,50474,59,College,Female,White,"Married, spouse present",4,Voted
Oregon,15910,70,High School,Female,White,Widowed,1,Voted
Virginia,135832,38,College,Female,White,"Married, spouse present",3,Did not vote
Alabama,12799,80,High School,Male,White,Never married/single,0,Voted
Ohio,23088,64,High School,Female,White,Divorced,0,Voted
Utah,52071,25,College,Female,White,"Married, spouse present",1,Voted
Alabama,1575,45,High School,Female,White,"Married, spouse present",0,Voted
Oregon,338126,24,College,Female,White,"Married, spouse present",2,Voted
Pennsylvania,95666,54,College,Male,White,Divorced,1,Voted
Tennessee,32975,18,No Degree,Male,White,Never married/single,1,Did not vote
Tennessee,32879,62,College,Female,White,"Married, spouse present",0,Voted
Texas,53228,21,High School,Female,White,"Married, spouse present",3,Don't know
Alabama,69991,47,High School,Female,White,"Married, spouse present",0,Voted
California,87170,54,High School,Female,White,Divorced,1,Did not vote
Massachusetts,217944,47,College,Female,White,"Married, spouse present",4,Voted
Kansas,3419,85,College,Female,White,Divorced,1,Voted
New Mexico,20686,24,College,Female,White,Never married/single,1,Don't know
California,120120,32,High School,Female,White,"Married, spouse present",0,Did not vote
New York,49806,85,College,Female,White,Widowed,2,Did not vote
New York,19036,63,High School,Female,Asian only,"Married, spouse present",1,Voted
Ohio,29341,54,College,Male,White,Divorced,3,Voted
Alabama,5436,24,High School,Female,Black/Negro,Never married/single,3,Did not vote
Kentucky,58675,22,High School,Female,White,Never married/single,1,Did not vote
Arizona,90331,29,High School,Female,White,Never married/single,0,Did not vote
Oregon,33161,79,High School,Female,Asian only,Divorced,3,Voted
Minnesota,8163,85,College,Male,Black/Negro,Separated,0,Did not vote
Tennessee,61735,39,College,Female,White,"Married, spouse present",1,Voted
Maine,40286,65,High School,Female,White,Widowed,1,Voted
North Carolina,3764,21,High School,Male,White,Never married/single,3,Did not vote
Missouri,216391,51,High School,Female,White,"Married, spouse present",0,Voted
Indiana,65283,18,No Degree,Male,White,Never married/single,2,Did not vote
Maine,115825,48,High School,Female,White,Divorced,0,Voted
Vermont,10936,27,College,Male,White,Never married/single,0,Voted
Massachusetts,51697,33,High School,Female,White,Never married/single,0,Voted
Florida,1939,18,High School,Male,White,Never married/single,1,Voted
Alabama,93468,62,High School,Male,Black/Negro,"Married, spouse present",2,Voted
Kentucky,101921,20,High School,Female,White,Never married/single,0,Did not vote
Hawaii,22434,85,High School,Male,Asian only,Widowed,1,Did not vote
Florida,197039,42,High School,Female,White,"Married, spouse present",2,Voted
California,43341,34,High School,Female,Asian only,Never married/single,0,Did not vote
District of Columbia,95116,51,College,Male,White,Never married/single,1,Voted
Maine,45066,30,College,Male,White,"Married, spouse present",2,Voted
Arkansas,20829,23,High School,Female,White,"Married, spouse present",0,Voted
Ohio,47953,77,College,Female,White,"Married, spouse present",0,Voted
New Hampshire,191516,25,High School,Female,White,Never married/single,1,Did not vote
Michigan,10449,19,High School,Male,White,Never married/single,0,Did not vote
Florida,30096,22,High School,Female,White,Never married/single,0,Did not vote
Florida,206913,68,College,Male,White,Divorced,2,Voted
North Carolina,94451,26,High School,Male,White,"Married, spouse present",0,Did not vote
Missouri,4580,18,High School,Male,White,Never married/single,3,Did not vote
Louisiana,201451,47,High School,Female,White,"Married, spouse present",2,Voted
Massachusetts,7153,26,High School,Female,White,"Married, spouse present",0,Voted
California,140739,56,High School,Female,Asian only,"Married, spouse present",3,Voted
Pennsylvania,76995,19,High School,Male,Black/Negro,Never married/single,3,Voted
Indiana,51852,29,High School,Male,White,"Married, spouse present",0,Voted
Michigan,153598,70,College,Female,White,"Married, spouse present",2,Voted
Texas,56571,49,High School,Male,Black/Negro,"Married, spouse present",3,Did not vote
Iowa,71037,30,College,Male,White,Never married/single,2,Voted
Nebraska,140403,59,High School,Female,White,"Married, spouse present",3,Voted
North Dakota,67353,40,College,Female,White,"Married, spouse present",0,Voted
Delaware,9115,55,College,Male,White,Divorced,1,Voted
North Carolina,62091,27,College,Male,White,Never married/single,1,Did not vote
California,73116,45,High School,Female,White,Divorced,1,Voted
Georgia,192900,27,High School,Female,White,Divorced,1,Did not vote
Michigan,20013,28,College,Female,White,Never married/single,3,Did not vote
